year_BE,year_CE,season,province_th,province_en,area_planted_rai,area_harvested_rai,production_ton,yield_planted_kg_rai,yield_harvested_kg_rai,source_file,area_harvested_ha
2565,2022,dry,กรุงเทพมหานคร,Bangkok,73642.0,73539.0,48128.0,654.0,654.0,2565-1.pdf,11766.24
2565,2022,dry,กาญจนบุรี,Kanchanaburi,179580.0,179128.0,131152.0,730.0,732.0,2565-1.pdf,28660.48
2565,2022,dry,กาฬสินธุ,Kalasin,275846.0,274887.0,179656.0,651.0,654.0,2565-1.pdf,43981.92
2565,2022,dry,กําแพงเพชร,Kamphaeng Phet,387923.0,387700.0,241027.0,621.0,622.0,2565-1.pdf,62032.0
2565,2022,dry,ขอนแกน,Khon Kaen,138692.0,138243.0,79951.0,576.0,578.0,2565-1.pdf,22118.88
2565,2022,dry,ฉะเชิงเทรา,Chachoengsao,319324.0,316756.0,214637.0,672.0,678.0,2565-1.pdf,50680.96
2565,2022,dry,ชลบุรี,Chon Buri,33904.0,33674.0,22307.0,658.0,662.0,2565-1.pdf,5387.84
2565,2022,dry,ชัยนาท,Chai Nat,367415.0,367056.0,243526.0,663.0,663.0,2565-1.pdf,58728.96
2565,2022,dry,ชัยภูมิ,Chaiyaphum,82273.0,82019.0,51299.0,624.0,625.0,2565-1.pdf,13123.04
2565,2022,dry,ชุมพร,Chumphon,459.0,459.0,228.0,497.0,497.0,2565-1.pdf,73.44
2565,2022,dry,ตราด,Trat,2514.0,2462.0,1389.0,553.0,564.0,2565-1.pdf,393.92
2565,2022,dry,ตาก,Tak,13228.0,13204.0,7213.0,545.0,546.0,2565-1.pdf,2112.64
2565,2022,dry,นครนายก,Nakhon Nayok,153453.0,152805.0,100217.0,653.0,656.0,2565-1.pdf,24448.8
2565,2022,dry,นครปฐม,Nakhon Pathom,235142.0,234775.0,181153.0,770.0,772.0,2565-1.pdf,37564.0
2565,2022,dry,นครพนม,Nakhon Phanom,70823.0,70376.0,36385.0,514.0,517.0,2565-1.pdf,11260.16
2565,2022,dry,นครราชสีมา,Nakhon Ratchasima,270428.0,269407.0,172565.0,638.0,641.0,2565-1.pdf,43105.12
2565,2022,dry,นครศรีธรรมราช,Nakhon Si Thammarat,5179.0,5179.0,2416.0,466.0,466.0,2565-1.pdf,828.64
2565,2022,dry,นครสวรรค,Nakhon Sawan,525436.0,521396.0,346383.0,659.0,664.0,2565-1.pdf,83423.36
2565,2022,dry,นนทบุรี,Nonthaburi,77993.0,77962.0,56382.0,723.0,723.0,2565-1.pdf,12473.92
2565,2022,dry,นราธิวาส,Narathiwat,580.0,580.0,298.0,514.0,514.0,2565-1.pdf,92.8
2565,2022,dry,นาน,Nan,12578.0,12543.0,7175.0,570.0,572.0,2565-1.pdf,2006.88
2565,2022,dry,บึงกาฬ,Bueng Kan,14692.0,14582.0,7520.0,512.0,516.0,2565-1.pdf,2333.12
2565,2022,dry,บุรีรัมย,Buri Ram,43669.0,43423.0,22614.0,518.0,521.0,2565-1.pdf,6947.68
2565,2022,dry,ปตตานี,Pattani,20508.0,20508.0,12634.0,616.0,616.0,2565-1.pdf,3281.28
2565,2022,dry,ปทุมธานี,Pathum Thani,208857.0,208724.0,148989.0,713.0,714.0,2565-1.pdf,33395.84
2565,2022,dry,ประจวบคีรีขันธ,Prachuap Khiri Khan,10206.0,9775.0,5857.0,574.0,599.0,2565-1.pdf,1564.0
2565,2022,dry,ปราจีนบุรี,Prachin Buri,125718.0,124479.0,77814.0,619.0,625.0,2565-1.pdf,19916.64
2565,2022,dry,พะเยา,Phayao,42994.0,42966.0,26745.0,622.0,622.0,2565-1.pdf,6874.56
2565,2022,dry,พัทลุง,Phatthalung,27497.0,27443.0,14314.0,521.0,522.0,2565-1.pdf,4390.88
2565,2022,dry,พิจิตร,Phichit,470853.0,469754.0,307387.0,653.0,654.0,2565-1.pdf,75160.64
2565,2022,dry,พิษณุโลก,Phitsanulok,455224.0,454696.0,278354.0,611.0,612.0,2565-1.pdf,72751.36
2565,2022,dry,ภาคใต,ภาคใต,71801.0,71740.0,39277.0,547.0,547.0,2565-1.pdf,11478.4
2565,2022,dry,มหาสารคาม,Maha Sarakham,178601.0,178204.0,107293.0,601.0,602.0,2565-1.pdf,28512.64
2565,2022,dry,มุกดาหาร,Mukdahan,1193.0,1193.0,640.0,536.0,536.0,2565-1.pdf,190.88
2565,2022,dry,ยโสธร,Yasothon,67390.0,67199.0,37832.0,561.0,563.0,2565-1.pdf,10751.84
2565,2022,dry,รอยเอ็ด,Roi Et,242034.0,239893.0,136586.0,564.0,569.0,2565-1.pdf,38382.88
2565,2022,dry,ระยอง,Rayong,3460.0,3438.0,1877.0,542.0,546.0,2565-1.pdf,550.08
2565,2022,dry,ราชบุรี,Ratchaburi,159365.0,159189.0,113933.0,715.0,716.0,2565-1.pdf,25470.24
2565,2022,dry,ลพบุรี,Lopburi,204872.0,204402.0,129828.0,634.0,635.0,2565-1.pdf,32704.32
2565,2022,dry,ลําปาง,Lampang,24203.0,24140.0,12527.0,518.0,519.0,2565-1.pdf,3862.4
2565,2022,dry,ลําพูน,Lamphun,7361.0,7355.0,5152.0,700.0,700.0,2565-1.pdf,1176.8
2565,2022,dry,ศรีสะเกษ,Si Sa Ket,68924.0,68618.0,35426.0,514.0,516.0,2565-1.pdf,10978.88
2565,2022,dry,สกลนคร,Sakon Nakhon,63844.0,63243.0,29930.0,469.0,473.0,2565-1.pdf,10118.88
2565,2022,dry,สงขลา,Songkhla,15576.0,15576.0,8488.0,545.0,545.0,2565-1.pdf,2492.16
2565,2022,dry,สมุทรปราการ,Samut Prakan,14848.0,14712.0,10110.0,681.0,687.0,2565-1.pdf,2353.92
2565,2022,dry,สมุทรสงคราม,Samut Songkhram,1610.0,1605.0,1133.0,704.0,706.0,2565-1.pdf,256.8
2565,2022,dry,สมุทรสาคร,Samut Sakhon,2560.0,2547.0,1750.0,684.0,687.0,2565-1.pdf,407.52
2565,2022,dry,สระบุรี,Saraburi,146628.0,146284.0,95702.0,653.0,654.0,2565-1.pdf,23405.44
2565,2022,dry,สระแกว,Sa Kaeo,32890.0,32727.0,20442.0,622.0,625.0,2565-1.pdf,5236.32
2565,2022,dry,สิงหบุรี,Sing Buri,158701.0,158510.0,106462.0,671.0,672.0,2565-1.pdf,25361.6
2565,2022,dry,สุพรรณบุรี,Suphan Buri,820804.0,820261.0,603384.0,735.0,736.0,2565-1.pdf,131241.76
2565,2022,dry,สุราษฎรธานี,Surat Thani,1908.0,1908.0,886.0,464.0,464.0,2565-1.pdf,305.28
2565,2022,dry,สุรินทร,Surin,45066.0,44464.0,19839.0,440.0,446.0,2565-1.pdf,7114.24
2565,2022,dry,สุโขทัย,Sukhothai,463121.0,460376.0,261247.0,564.0,567.0,2565-1.pdf,73660.16
2565,2022,dry,หนองคาย,Nong Khai,89712.0,88909.0,46557.0,519.0,524.0,2565-1.pdf,14225.44
2565,2022,dry,หนองบัวลาํ ภู,Nong Bua Lamphu,24800.0,24519.0,12451.0,502.0,508.0,2565-1.pdf,3923.04
2565,2022,dry,อยุธยา,Phra Nakhon Si Ayutthaya,648358.0,647718.0,461714.0,712.0,713.0,2565-1.pdf,103634.88
2565,2022,dry,อางทอง,Ang Thong,154185.0,154160.0,99868.0,648.0,648.0,2565-1.pdf,24665.6
2565,2022,dry,อุดรธานี,Udon Thani,45149.0,45041.0,23252.0,515.0,516.0,2565-1.pdf,7206.56
2565,2022,dry,อุตรดิตถ,Uttaradit,288804.0,288394.0,186608.0,646.0,647.0,2565-1.pdf,46143.04
2565,2022,dry,อุทัยธานี,Uthai Thani,110860.0,110733.0,71074.0,641.0,642.0,2565-1.pdf,17717.28
2565,2022,dry,อุบลราชธานี,Ubon Ratchathani,166470.0,165902.0,79618.0,478.0,480.0,2565-1.pdf,26544.32
2565,2022,dry,อํานาจเจริญ,Amnat Charoen,2511.0,2511.0,1219.0,485.0,485.0,2565-1.pdf,401.76
2565,2022,dry,เชียงราย,Chiang Rai,335389.0,334463.0,213049.0,635.0,637.0,2565-1.pdf,53514.08
2565,2022,dry,เชียงใหม,Chiang Mai,85683.0,85466.0,58390.0,681.0,683.0,2565-1.pdf,13674.56
2565,2022,dry,เพชรบุรี,Phetchaburi,154252.0,154109.0,110986.0,720.0,720.0,2565-1.pdf,24657.44
2565,2022,dry,เพชรบูรณ,Phetchabun,36876.0,36876.0,21425.0,581.0,581.0,2565-1.pdf,5900.16
2565,2022,dry,เลย,Loei,703.0,703.0,278.0,395.0,395.0,2565-1.pdf,112.48
2565,2022,dry,แพร,Phrae,31848.0,31761.0,18453.0,579.0,581.0,2565-1.pdf,5081.76
2565,2022,dry,แมฮองสอน,Mae Hong Son,107.0,107.0,60.0,561.0,561.0,2565-1.pdf,17.12
2565,2022,main,กระบี่,Krabi,6257.0,6247.0,1976.0,316.0,316.0,2565.pdf,999.52
2565,2022,main,กรุงเทพมหานคร,Bangkok,81743.0,81260.0,55216.0,675.0,679.0,2565.pdf,13001.6
2565,2022,main,กาญจนบุรี,Kanchanaburi,365616.0,362620.0,219200.0,600.0,604.0,2565.pdf,58019.2
2565,2022,main,กาฬสินธุ์,Kalasin,1505471.0,1417369.0,528027.0,351.0,373.0,2565.pdf,226779.04
2565,2022,main,ขอนแก่น,Khon Kaen,2402112.0,2094724.0,713589.0,297.0,341.0,2565.pdf,335155.84
2565,2022,main,จันทบุรี,Chanthaburi,11622.0,11461.0,4266.0,367.0,372.0,2565.pdf,1833.76
2565,2022,main,ฉะเชิงเทรา,Chachoengsao,634824.0,627078.0,392675.0,619.0,626.0,2565.pdf,100332.48
2565,2022,main,ชลบุรี,Chon Buri,68756.0,66558.0,31555.0,459.0,474.0,2565.pdf,10649.28
2565,2022,main,ชัยนาท,Chai Nat,846347.0,839544.0,515786.0,609.0,614.0,2565.pdf,134327.04
2565,2022,main,ชัยภูมิ,Chaiyaphum,1784176.0,1542206.0,590958.0,331.0,383.0,2565.pdf,246752.96
2565,2022,main,ชุมพร,Chumphon,2222.0,2216.0,937.0,422.0,423.0,2565.pdf,354.56
2565,2022,main,ตรัง,Trang,9487.0,9487.0,3827.0,403.0,403.0,2565.pdf,1517.92
2565,2022,main,ตราด,Trat,12781.0,12419.0,5253.0,411.0,423.0,2565.pdf,1987.04
2565,2022,main,ตาก,Tak,384705.0,376510.0,155282.0,404.0,412.0,2565.pdf,60241.6
2565,2022,main,นครนายก,Nakhon Nayok,363813.0,361998.0,201399.0,554.0,556.0,2565.pdf,57919.68
2565,2022,main,นครปฐม,Nakhon Pathom,257472.0,256002.0,193389.0,751.0,755.0,2565.pdf,40960.32
2565,2022,main,นครพนม,Nakhon Phanom,1483507.0,1477249.0,518629.0,350.0,351.0,2565.pdf,236359.84
2565,2022,main,นครราชสีมา,Nakhon Ratchasima,3531915.0,3246410.0,1203502.0,341.0,371.0,2565.pdf,519425.6
2565,2022,main,นครศรีธรรมราช,Nakhon Si Thammarat,172946.0,168886.0,83319.0,482.0,493.0,2565.pdf,27021.76
2565,2022,main,นครสวรรค์,Nakhon Sawan,2559275.0,2351528.0,1373243.0,537.0,584.0,2565.pdf,376244.48
2565,2022,main,นนทบุรี,Nonthaburi,82839.0,82744.0,57549.0,695.0,696.0,2565.pdf,13239.04
2565,2022,main,นราธิวาส,Narathiwat,29356.0,29356.0,13795.0,470.0,470.0,2565.pdf,4696.96
2565,2022,main,น่าน,Nan,332949.0,330935.0,171461.0,515.0,518.0,2565.pdf,52949.6
2565,2022,main,บึงกาฬ,Bueng Kan,481427.0,478723.0,152733.0,317.0,319.0,2565.pdf,76595.68
2565,2022,main,บุรีรัมย์,Buri Ram,2998520.0,2823772.0,1042769.0,348.0,369.0,2565.pdf,451803.52
2565,2022,main,ปทุมธานี,Pathum Thani,295153.0,294221.0,212963.0,722.0,724.0,2565.pdf,47075.36
2565,2022,main,ประจวบคีรีขันธ์,Prachuap Khiri Khan,21793.0,21551.0,12360.0,567.0,574.0,2565.pdf,3448.16
2565,2022,main,ปราจีนบุรี,Prachin Buri,428068.0,420590.0,172164.0,402.0,409.0,2565.pdf,67294.4
2565,2022,main,ปัตตานี,Pattani,66478.0,66272.0,29694.0,447.0,448.0,2565.pdf,10603.52
2565,2022,main,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,813855.0,802112.0,533188.0,655.0,665.0,2565.pdf,128337.92
2565,2022,main,พะเยา,Phayao,638352.0,626016.0,302894.0,474.0,484.0,2565.pdf,100162.56
2565,2022,main,พังงา,Phang Nga,2039.0,2039.0,713.0,350.0,350.0,2565.pdf,326.24
2565,2022,main,พัทลุง,Phatthalung,112418.0,112072.0,51081.0,454.0,456.0,2565.pdf,17931.52
2565,2022,main,พิจิตร,Phichit,1807669.0,1745979.0,1040885.0,576.0,596.0,2565.pdf,279356.64
2565,2022,main,พิษณุโลก,Phitsanulok,1485281.0,1456191.0,869599.0,585.0,597.0,2565.pdf,232990.56
2565,2022,main,มหาสารคาม,Maha Sarakham,2130023.0,1886774.0,683211.0,321.0,362.0,2565.pdf,301883.84
2565,2022,main,มุกดาหาร,Mukdahan,461032.0,458722.0,186921.0,405.0,407.0,2565.pdf,73395.52
2565,2022,main,ยะลา,Yala,18764.0,18764.0,6467.0,345.0,345.0,2565.pdf,3002.24
2565,2022,main,ยโสธร,Yasothon,1364345.0,1245176.0,467723.0,343.0,376.0,2565.pdf,199228.16
2565,2022,main,ระนอง,Ranong,539.0,539.0,207.0,384.0,384.0,2565.pdf,86.24
2565,2022,main,ระยอง,Rayong,9725.0,9508.0,4763.0,490.0,501.0,2565.pdf,1521.28
2565,2022,main,ราชบุรี,Ratchaburi,223532.0,222366.0,154159.0,690.0,693.0,2565.pdf,35578.56
2565,2022,main,ร้อยเอ็ด,Roi Et,3094018.0,2729199.0,947627.0,306.0,347.0,2565.pdf,436671.84
2565,2022,main,ลพบุรี,Lopburi,807018.0,793784.0,396777.0,492.0,500.0,2565.pdf,127005.44
2565,2022,main,ศรีสะเกษ,Si Sa Ket,3028471.0,2722928.0,965843.0,319.0,355.0,2565.pdf,435668.48
2565,2022,main,สกลนคร,Sakon Nakhon,2162686.0,2143595.0,740802.0,343.0,346.0,2565.pdf,342975.2
2565,2022,main,สงขลา,Songkhla,153596.0,152875.0,82013.0,534.0,536.0,2565.pdf,24460.0
2565,2022,main,สตูล,Satun,14658.0,14658.0,5479.0,374.0,374.0,2565.pdf,2345.28
2565,2022,main,สมุทรปราการ,Samut Prakan,16931.0,16867.0,12667.0,748.0,751.0,2565.pdf,2698.72
2565,2022,main,สมุทรสงคราม,Samut Songkhram,1843.0,1837.0,1284.0,697.0,699.0,2565.pdf,293.92
2565,2022,main,สมุทรสาคร,Samut Sakhon,3857.0,3837.0,2700.0,700.0,704.0,2565.pdf,613.92
2565,2022,main,สระบุรี,Saraburi,326548.0,321977.0,204607.0,627.0,635.0,2565.pdf,51516.32
2565,2022,main,สระแก้ว,Sa Kaeo,761423.0,725761.0,235637.0,309.0,325.0,2565.pdf,116121.76
2565,2022,main,สิงห์บุรี,Sing Buri,307545.0,294428.0,206282.0,671.0,701.0,2565.pdf,47108.48
2565,2022,main,สุพรรณบุรี,Suphan Buri,1261740.0,1253785.0,870442.0,690.0,694.0,2565.pdf,200605.6
2565,2022,main,สุราษฎร์ธานี,Surat Thani,16677.0,16672.0,5242.0,314.0,314.0,2565.pdf,2667.52
2565,2022,main,สุรินทร์,Surin,3133327.0,2877713.0,1092788.0,349.0,380.0,2565.pdf,460434.08
2565,2022,main,สุโขทัย,Sukhothai,1183502.0,1144645.0,656706.0,555.0,574.0,2565.pdf,183143.2
2565,2022,main,หนองคาย,Nong Khai,601167.0,591126.0,218316.0,363.0,369.0,2565.pdf,94580.16
2565,2022,main,หนองบัวล,Nong Bua Lamphu,747136.0,705971.0,252804.0,338.0,358.0,2565.pdf,112955.36
2565,2022,main,อุดรธานี,Udon Thani,2027391.0,2004376.0,732991.0,362.0,366.0,2565.pdf,320700.16
2565,2022,main,อุตรดิตถ์,Uttaradit,623563.0,614977.0,369743.0,593.0,601.0,2565.pdf,98396.32
2565,2022,main,อุทัยธานี,Uthai Thani,621706.0,603930.0,390135.0,628.0,646.0,2565.pdf,96628.8
2565,2022,main,อุบลราชธานี,Ubon Ratchathani,4125528.0,3899384.0,1395640.0,338.0,358.0,2565.pdf,623901.44
2565,2022,main,อ่างทอง,Ang Thong,344353.0,333527.0,232412.0,675.0,697.0,2565.pdf,53364.32
2565,2022,main,เชียงราย,Chiang Rai,1293948.0,1270729.0,705751.0,545.0,555.0,2565.pdf,203316.64
2565,2022,main,เชียงใหม่,Chiang Mai,554465.0,549895.0,320879.0,579.0,584.0,2565.pdf,87983.2
2565,2022,main,เพชรบุรี,Phetchaburi,272518.0,271294.0,189184.0,694.0,697.0,2565.pdf,43407.04
2565,2022,main,เพชรบูรณ์,Phetchabun,1230036.0,1182539.0,646271.0,525.0,547.0,2565.pdf,189206.24
2565,2022,main,เลย,Loei,436985.0,431866.0,153387.0,351.0,355.0,2565.pdf,69098.56
2565,2022,main,แพร่,Phrae,290055.0,289294.0,168480.0,581.0,582.0,2565.pdf,46287.04
2565,2022,main,แม่ฮ่องสอน,Mae Hong Son,218173.0,217873.0,90768.0,416.0,417.0,2565.pdf,34859.68
2566,2023,dry,กรุงเทพมหานคร,Bangkok,74125.0,74000.0,48772.0,658.0,659.0,2566-1.pdf,11840.0
2566,2023,dry,กาญจนบุรี,Kanchanaburi,175971.0,175617.0,126318.0,718.0,719.0,2566-1.pdf,28098.72
2566,2023,dry,กาฬสนิ,Kalasin,279519.0,278143.0,182181.0,652.0,655.0,2566-1.pdf,44502.88
2566,2023,dry,กําแพงเพชร,Kamphaeng Phet,502772.0,502772.0,316912.0,630.0,630.0,2566-1.pdf,80443.52
2566,2023,dry,ขอนแกน,Khon Kaen,147208.0,146871.0,83618.0,568.0,569.0,2566-1.pdf,23499.36
2566,2023,dry,ฉะเชิงเทรา,Chachoengsao,305701.0,303876.0,205455.0,672.0,676.0,2566-1.pdf,48620.16
2566,2023,dry,ชลบุรี,Chon Buri,33327.0,33191.0,22175.0,665.0,668.0,2566-1.pdf,5310.56
2566,2023,dry,ชัยนาท,Chai Nat,409159.0,408699.0,271085.0,663.0,663.0,2566-1.pdf,65391.84
2566,2023,dry,ชัยภูมิ,Chaiyaphum,87723.0,87339.0,54803.0,625.0,627.0,2566-1.pdf,13974.24
2566,2023,dry,ชุมพร,Chumphon,446.0,446.0,204.0,457.0,457.0,2566-1.pdf,71.36
2566,2023,dry,ตราด,Trat,2565.0,2495.0,1347.0,525.0,540.0,2566-1.pdf,399.2
2566,2023,dry,ตาก,Tak,14117.0,14041.0,7760.0,550.0,553.0,2566-1.pdf,2246.56
2566,2023,dry,นครนายก,Nakhon Nayok,158266.0,157149.0,104315.0,659.0,664.0,2566-1.pdf,25143.84
2566,2023,dry,นครปฐม,Nakhon Pathom,226714.0,226410.0,176235.0,777.0,778.0,2566-1.pdf,36225.6
2566,2023,dry,นครพนม,Nakhon Phanom,66641.0,66376.0,34007.0,510.0,512.0,2566-1.pdf,10620.16
2566,2023,dry,นครราชสีมา,Nakhon Ratchasima,270262.0,269242.0,173528.0,642.0,645.0,2566-1.pdf,43078.72
2566,2023,dry,นครศรีธรรมราช,Nakhon Si Thammarat,4314.0,4294.0,2016.0,467.0,469.0,2566-1.pdf,687.04
2566,2023,dry,นครสวรรค,Nakhon Sawan,613963.0,613913.0,418552.0,682.0,682.0,2566-1.pdf,98226.08
2566,2023,dry,นนทบุรี,Nonthaburi,76467.0,76433.0,55713.0,729.0,729.0,2566-1.pdf,12229.28
2566,2023,dry,นาน,Nan,9821.0,9787.0,5589.0,569.0,571.0,2566-1.pdf,1565.92
2566,2023,dry,บึงกาฬ,Bueng Kan,14559.0,14479.0,7504.0,515.0,518.0,2566-1.pdf,2316.64
2566,2023,dry,บุรีรัมย,Buri Ram,46676.0,46611.0,24214.0,519.0,519.0,2566-1.pdf,7457.76
2566,2023,dry,ปตตานี,Pattani,18706.0,18706.0,10976.0,587.0,587.0,2566-1.pdf,2992.96
2566,2023,dry,ปทุมธานี,Pathum Thani,202482.0,202269.0,146087.0,721.0,722.0,2566-1.pdf,32363.04
2566,2023,dry,ประจวบคีรีขันธ,Prachuap Khiri Khan,13072.0,12825.0,7758.0,593.0,605.0,2566-1.pdf,2052.0
2566,2023,dry,ปราจีนบุรี,Prachin Buri,123572.0,122603.0,76301.0,617.0,622.0,2566-1.pdf,19616.48
2566,2023,dry,พะเยา,Phayao,62105.0,62012.0,38280.0,616.0,617.0,2566-1.pdf,9921.92
2566,2023,dry,พัทลุง,Phatthalung,21700.0,21700.0,12017.0,554.0,554.0,2566-1.pdf,3472.0
2566,2023,dry,พิจิตร,Phichit,535782.0,535782.0,355722.0,664.0,664.0,2566-1.pdf,85725.12
2566,2023,dry,พิษณุโลก,Phitsanulok,713449.0,712615.0,445174.0,624.0,625.0,2566-1.pdf,114018.4
2566,2023,dry,ภาคใต,ภาคใต,88586.0,88466.0,47668.0,538.0,539.0,2566-1.pdf,14154.56
2566,2023,dry,มหาสารคาม,Maha Sarakham,191184.0,190823.0,113291.0,593.0,594.0,2566-1.pdf,30531.68
2566,2023,dry,มุกดาหาร,Mukdahan,802.0,802.0,432.0,539.0,539.0,2566-1.pdf,128.32
2566,2023,dry,ยโสธร,Yasothon,70517.0,70381.0,39568.0,561.0,562.0,2566-1.pdf,11260.96
2566,2023,dry,รอยเอ็ด,Roi Et,250156.0,248810.0,144395.0,577.0,580.0,2566-1.pdf,39809.6
2566,2023,dry,ระยอง,Rayong,3250.0,3237.0,1775.0,546.0,548.0,2566-1.pdf,517.92
2566,2023,dry,ราชบุรี,Ratchaburi,152336.0,152180.0,107535.0,706.0,707.0,2566-1.pdf,24348.8
2566,2023,dry,ลพบุรี,Lopburi,354573.0,354154.0,229483.0,647.0,648.0,2566-1.pdf,56664.64
2566,2023,dry,ลําปาง,Lampang,38883.0,38786.0,20856.0,536.0,538.0,2566-1.pdf,6205.76
2566,2023,dry,ลําพูน,Lamphun,17391.0,17383.0,11621.0,668.0,669.0,2566-1.pdf,2781.28
2566,2023,dry,ศรีสะเกษ,Si Sa Ket,70787.0,70582.0,37102.0,524.0,526.0,2566-1.pdf,11293.12
2566,2023,dry,สกลนคร,Sakon Nakhon,65935.0,65230.0,30792.0,467.0,472.0,2566-1.pdf,10436.8
2566,2023,dry,สงขลา,Songkhla,41680.0,41580.0,21634.0,519.0,520.0,2566-1.pdf,6652.8
2566,2023,dry,สมุทรปราการ,Samut Prakan,13845.0,13749.0,9624.0,695.0,700.0,2566-1.pdf,2199.84
2566,2023,dry,สมุทรสงคราม,Samut Songkhram,1257.0,1251.0,872.0,694.0,697.0,2566-1.pdf,200.16
2566,2023,dry,สมุทรสาคร,Samut Sakhon,2245.0,2239.0,1513.0,674.0,676.0,2566-1.pdf,358.24
2566,2023,dry,สระบุรี,Saraburi,154394.0,154055.0,102679.0,665.0,667.0,2566-1.pdf,24648.8
2566,2023,dry,สระแกว,Sa Kaeo,31445.0,31192.0,19247.0,612.0,617.0,2566-1.pdf,4990.72
2566,2023,dry,สิงหบุรี,Sing Buri,194865.0,194625.0,131276.0,674.0,675.0,2566-1.pdf,31140.0
2566,2023,dry,สุพรรณบุรี,Suphan Buri,862872.0,862361.0,638586.0,740.0,741.0,2566-1.pdf,137977.76
2566,2023,dry,สุราษฎรธานี,Surat Thani,1679.0,1679.0,793.0,472.0,472.0,2566-1.pdf,268.64
2566,2023,dry,สุรินทร,Surin,44608.0,44423.0,19393.0,435.0,437.0,2566-1.pdf,7107.68
2566,2023,dry,สุโขทัย,Sukhothai,485785.0,483066.0,277351.0,571.0,574.0,2566-1.pdf,77290.56
2566,2023,dry,หนองคาย,Nong Khai,86457.0,85980.0,44758.0,518.0,521.0,2566-1.pdf,13756.8
2566,2023,dry,หนองบัวลําภู,Nong Bua Lamphu,15701.0,15483.0,7962.0,507.0,514.0,2566-1.pdf,2477.28
2566,2023,dry,อยุธยา,Phra Nakhon Si Ayutthaya,658109.0,657375.0,488276.0,742.0,743.0,2566-1.pdf,105180.0
2566,2023,dry,อางทอง,Ang Thong,235925.0,235871.0,158685.0,673.0,673.0,2566-1.pdf,37739.36
2566,2023,dry,อุดรธานี,Udon Thani,40603.0,40459.0,21109.0,520.0,522.0,2566-1.pdf,6473.44
2566,2023,dry,อุตรดิตถ,Uttaradit,310294.0,307500.0,201081.0,648.0,654.0,2566-1.pdf,49200.0
2566,2023,dry,อุทัยธานี,Uthai Thani,106776.0,106759.0,68318.0,640.0,640.0,2566-1.pdf,17081.44
2566,2023,dry,อุบลราชธานี,Ubon Ratchathani,155354.0,154981.0,75011.0,483.0,484.0,2566-1.pdf,24796.96
2566,2023,dry,อํานาจเจริญ,Amnat Charoen,2190.0,2190.0,1071.0,489.0,489.0,2566-1.pdf,350.4
2566,2023,dry,เชียงราย,Chiang Rai,400524.0,399597.0,253671.0,633.0,635.0,2566-1.pdf,63935.52
2566,2023,dry,เชียงใหม,Chiang Mai,116578.0,115863.0,77613.0,666.0,670.0,2566-1.pdf,18538.08
2566,2023,dry,เพชรบุรี,Phetchaburi,147844.0,147717.0,105778.0,715.0,716.0,2566-1.pdf,23634.72
2566,2023,dry,เพชรบูรณ,Phetchabun,36883.0,36883.0,21998.0,596.0,596.0,2566-1.pdf,5901.28
2566,2023,dry,เลย,Loei,588.0,588.0,239.0,406.0,406.0,2566-1.pdf,94.08
2566,2023,dry,แพร,Phrae,30511.0,30381.0,17704.0,580.0,583.0,2566-1.pdf,4860.96
2566,2023,main,กระบี่,Krabi,6616.0,6601.0,2031.0,307.0,308.0,2566.pdf,1056.16
2566,2023,main,กรุงเทพมหานคร,Bangkok,80768.0,80581.0,54414.0,674.0,675.0,2566.pdf,12892.96
2566,2023,main,กาญจนบุรี,Kanchanaburi,361149.0,351773.0,211407.0,585.0,601.0,2566.pdf,56283.68
2566,2023,main,กาฬสนิ ธุ,Kalasin,1495263.0,1367037.0,505075.0,338.0,369.0,2566.pdf,218725.92
2566,2023,main,กําแพงเพชร,Kamphaeng Phet,1257799.0,1248654.0,766795.0,610.0,614.0,2566.pdf,199784.64
2566,2023,main,ขอนแกน,Khon Kaen,2361046.0,2270919.0,766084.0,324.0,337.0,2566.pdf,363347.04
2566,2023,main,จันทบุรี,Chanthaburi,11054.0,10878.0,3782.0,342.0,348.0,2566.pdf,1740.48
2566,2023,main,ฉะเชิงเทรา,Chachoengsao,633367.0,625897.0,388648.0,614.0,621.0,2566.pdf,100143.52
2566,2023,main,ชลบุรี,Chon Buri,62244.0,60055.0,28131.0,452.0,468.0,2566.pdf,9608.8
2566,2023,main,ชัยนาท,Chai Nat,831606.0,821249.0,515122.0,619.0,627.0,2566.pdf,131399.84
2566,2023,main,ชัยภูมิ,Chaiyaphum,1745389.0,1650230.0,636909.0,365.0,386.0,2566.pdf,264036.8
2566,2023,main,ชุมพร,Chumphon,2024.0,2019.0,827.0,409.0,410.0,2566.pdf,323.04
2566,2023,main,ตรัง,Trang,9050.0,9050.0,3293.0,364.0,364.0,2566.pdf,1448.0
2566,2023,main,ตราด,Trat,12395.0,12275.0,5296.0,427.0,431.0,2566.pdf,1964.0
2566,2023,main,ตาก,Tak,373293.0,364451.0,148266.0,397.0,407.0,2566.pdf,58312.16
2566,2023,main,นครนายก,Nakhon Nayok,359799.0,357724.0,197455.0,549.0,552.0,2566.pdf,57235.84
2566,2023,main,นครปฐม,Nakhon Pathom,248124.0,246937.0,187795.0,757.0,760.0,2566.pdf,39509.92
2566,2023,main,นครพนม,Nakhon Phanom,1469196.0,1411219.0,493784.0,336.0,350.0,2566.pdf,225795.04
